date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:07:11	42664/42664	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Nov%202025%2010:39:24%20GMT	https://www.lanlink.com.br/verticais/publico/executivo-federal	C:/Users/danie/Documents/Lanlink/www.lanlink.com.br/verticais/publico/executivo-federal.html	(from https://www.lanlink.com.br/)
13:07:12	42330/42330	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Nov%202025%2008:51:25%20GMT	https://www.lanlink.com.br/verticais/publico/judiciario	C:/Users/danie/Documents/Lanlink/www.lanlink.com.br/verticais/publico/judiciario.html	(from https://www.lanlink.com.br/)
13:07:12	42558/42558	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2003:28:52%20GMT	https://www.lanlink.com.br/verticais/publico/secretaria-da-fazenda	C:/Users/danie/Documents/Lanlink/www.lanlink.com.br/verticais/publico/secretaria-da-fazenda.html	(from https://www.lanlink.com.br/)
13:07:13	79319/79319	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2003:43:13%20GMT	https://www.lanlink.com.br/cases	C:/Users/danie/Documents/Lanlink/www.lanlink.com.br/cases.html	(from https://www.lanlink.com.br/)
13:07:13	70333/70333	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Nov%202025%2008:52:01%20GMT	https://www.lanlink.com.br/blog	C:/Users/danie/Documents/Lanlink/www.lanlink.com.br/blog.html	(from https://www.lanlink.com.br/)
13:07:13	30061/30061	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Nov%202025%2016:40:02%20GMT	https://www.lanlink.com.br/contato	C:/Users/danie/Documents/Lanlink/www.lanlink.com.br/contato.html	(from https://www.lanlink.com.br/)
13:07:13	115883/115883	---M--	200	added ('OK')	image/png	etag:%22d9b3e3f0bcb17fed483daf4997b9d6c5%22	https://cdn.prod.website-files.com/618d42f5e921288000cc555a/659c2899c77b0e3445ae22c7_MicrosoftTeams-image%20(26)%201.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/618d42f5e921288000cc555a/659c2899c77b0e3445ae22c7_MicrosoftTeams-image%20(26)%201.png	(from https://www.lanlink.com.br/)
13:07:14	18609/18609	---M--	200	added ('OK')	image/png	etag:%2251f9a1280e9f6fd37483dc8bbbd24dae%22	https://cdn.prod.website-files.com/614d0f4f6c8cec6bc30a6188/61560428f721a56965fbc6e7_huggies%402x.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/614d0f4f6c8cec6bc30a6188/61560428f721a56965fbc6e7_huggies@2x.png	(from https://www.lanlink.com.br/)
13:07:14	32323/32323	---M--	200	added ('OK')	image/png	etag:%22d54944a8092b588aaeca175f8454e798%22	https://cdn.prod.website-files.com/614d0f4f6c8cec6bc30a6188/6156042c7dae1f406ff8c5f3_johnsons%402x.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/614d0f4f6c8cec6bc30a6188/6156042c7dae1f406ff8c5f3_johnsons@2x.png	(from https://www.lanlink.com.br/)
13:07:14	55180/55180	---M--	200	added ('OK')	image/png	etag:%222f5c7eaddf84ecc6095ab1da8af44ce3%22	https://cdn.prod.website-files.com/614d0f4f6c8cec6bc30a6188/61560428f714afaede61dc79_alyne%402x.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/614d0f4f6c8cec6bc30a6188/61560428f714afaede61dc79_alyne@2x.png	(from https://www.lanlink.com.br/)
13:07:15	26332/26332	---M--	200	added ('OK')	image/png	etag:%2248f9648ca4d1a1116ee0e159dae3e645%22	https://cdn.prod.website-files.com/614d0f4f6c8cec6bc30a6188/6156042d797b709e3b9b8c86_monange%402x.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/614d0f4f6c8cec6bc30a6188/6156042d797b709e3b9b8c86_monange@2x.png	(from https://www.lanlink.com.br/)
13:07:15	45350/45350	---M--	200	added ('OK')	image/png	etag:%22e1d71f913ff64cde020c6bcc20939424%22	https://cdn.prod.website-files.com/614d0f4f6c8cec6bc30a6188/6156042e2b9acf7ac3dfb242_cremer%402x.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/614d0f4f6c8cec6bc30a6188/6156042e2b9acf7ac3dfb242_cremer@2x.png	(from https://www.lanlink.com.br/)
13:07:15	26574/26574	---M--	200	added ('OK')	image/png	etag:%227d1f5ee0e55c8b2cd7f039c580cdb805%22	https://cdn.prod.website-files.com/614d0f4f6c8cec6bc30a6188/6156042d43f5c818ab339b3e_neo%20quimica%402x.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/614d0f4f6c8cec6bc30a6188/6156042d43f5c818ab339b3e_neo%20quimica@2x.png	(from https://www.lanlink.com.br/)
13:07:15	12034/12034	---M--	200	added ('OK')	image/png	etag:%22217135639579b2388885228d5afcd690%22	https://cdn.prod.website-files.com/614d0f4f6c8cec6bc30a6188/6156042edc9378e07f788192_cimed%402x.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/614d0f4f6c8cec6bc30a6188/6156042edc9378e07f788192_cimed@2x.png	(from https://www.lanlink.com.br/)
13:07:15	18865/18865	---M--	200	added ('OK')	image/png	etag:%225bfcfb87cbf6c14705766fa2a4c47627%22	https://cdn.prod.website-files.com/614d0f4f6c8cec6bc30a6188/6156042e54c8073b7378e632_totalvita%402x.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/614d0f4f6c8cec6bc30a6188/6156042e54c8073b7378e632_totalvita@2x.png	(from https://www.lanlink.com.br/)
13:07:16	37647/37647	---M--	200	added ('OK')	image/png	etag:%2272b22f3b0f49b36ec13f1fc3f4749f4d%22	https://cdn.prod.website-files.com/614d0f4f6c8cec6bc30a6188/6156042ef714af646c61dc7c_cifarma%402x.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/614d0f4f6c8cec6bc30a6188/6156042ef714af646c61dc7c_cifarma@2x.png	(from https://www.lanlink.com.br/)
13:07:16	35350/35350	---M--	200	added ('OK')	image/png	etag:%224f5431b3c09b3fe9aeb0affff7fbf2ae%22	https://cdn.prod.website-files.com/614d0f4f6c8cec6bc30a6188/615604301a022a293e681719_medley%402x.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/614d0f4f6c8cec6bc30a6188/615604301a022a293e681719_medley@2x.png	(from https://www.lanlink.com.br/)
13:07:16	7880/7880	---M--	200	added ('OK')	image/png	etag:%22f5018ceae2e3c1fbbdf17d344d99649e%22	https://cdn.prod.website-files.com/618d42f5e921288000cc555a/65a677e1994b1d82c6ba6ba8_Infraestrutura.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/618d42f5e921288000cc555a/65a677e1994b1d82c6ba6ba8_Infraestrutura.png	(from https://www.lanlink.com.br/)
13:07:16	5629/5629	---M--	200	added ('OK')	image/png	etag:%220520b5fb1d0468a4ea96b06d12825465%22	https://cdn.prod.website-files.com/618d42f5e921288000cc555a/65a68ac89711988ea692e786_Produtividade%20corporativa%203.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/618d42f5e921288000cc555a/65a68ac89711988ea692e786_Produtividade%20corporativa%203.png	(from https://www.lanlink.com.br/)
13:07:17	9990/9990	---M--	200	added ('OK')	image/png	etag:%22301d47dfe1fae887d95a3c4a463dabbb%22	https://cdn.prod.website-files.com/618d42f5e921288000cc555a/65a68ac64b51346ae5c97fa4_Central%20de%20servi%c3%a7os%203.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/618d42f5e921288000cc555a/65a68ac64b51346ae5c97fa4_Central%20de%20servi%c3%a7os%203.png	(from https://www.lanlink.com.br/)
13:07:17	10420/10420	---M--	200	added ('OK')	image/png	etag:%228e2e08a90bf1050cae688d2997e0cc76%22	https://cdn.prod.website-files.com/618d42f5e921288000cc555a/65a68ac8692f5f4bc8a3dbc8_Dados%20e%20IA%203.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/618d42f5e921288000cc555a/65a68ac8692f5f4bc8a3dbc8_Dados%20e%20IA%203.png	(from https://www.lanlink.com.br/)
13:07:17	11216/11216	---M--	200	added ('OK')	image/png	etag:%2228d8d03983b4d3ce05172fa8d5504afe%22	https://cdn.prod.website-files.com/618d42f5e921288000cc555a/65a68ac8708263cd6f04767e_Seguran%c3%a7a%203.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/618d42f5e921288000cc555a/65a68ac8708263cd6f04767e_Seguran%c3%a7a%203.png	(from https://www.lanlink.com.br/)
13:07:17	3067/3067	---M--	200	added ('OK')	image/png	etag:%22e5f5ff14b1a1a31b2adbaef40c887b87%22	https://cdn.prod.website-files.com/618d42f5e921288000cc555a/61a4e3c53b1a9350d392fafd_Group%20134.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/618d42f5e921288000cc555a/61a4e3c53b1a9350d392fafd_Group%20134.png	(from https://www.lanlink.com.br/)
13:07:17	5391/5391	---M--	200	added ('OK')	image/png	etag:%22917f17f5ffb33d08a7069fed740d7104%22	https://cdn.prod.website-files.com/618d42f5e921288000cc555a/61a4e3c51a3e9534bb77ce0f_Group%20133.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/618d42f5e921288000cc555a/61a4e3c51a3e9534bb77ce0f_Group%20133.png	(from https://www.lanlink.com.br/)
13:07:18	5308/5308	---M--	200	added ('OK')	image/png	etag:%22c6650a668454412b63f0719b635cf449%22	https://cdn.prod.website-files.com/618d42f5e921288000cc555a/61a4e3c4bf51f570cb098afa_Group%20128.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/618d42f5e921288000cc555a/61a4e3c4bf51f570cb098afa_Group%20128.png	(from https://www.lanlink.com.br/)
13:07:18	5348/5348	---M--	200	added ('OK')	image/png	etag:%221b198f5d8db7f3c654b2393a37a7de23%22	https://cdn.prod.website-files.com/618d42f5e921288000cc555a/61a4e3c47b02774b23972de6_Group%20130.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/618d42f5e921288000cc555a/61a4e3c47b02774b23972de6_Group%20130.png	(from https://www.lanlink.com.br/)
13:07:18	3383/3383	---M--	200	added ('OK')	image/png	etag:%220a717a1e1c13298f1a460c960f89b144%22	https://cdn.prod.website-files.com/618d42f5e921288000cc555a/61a4e3c4cffe107d1cb0464d_Group%20131.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/618d42f5e921288000cc555a/61a4e3c4cffe107d1cb0464d_Group%20131.png	(from https://www.lanlink.com.br/)
13:07:18	5362/5362	---M--	200	added ('OK')	image/png	etag:%22cdfbe7dc037000a37762189f7a54684b%22	https://cdn.prod.website-files.com/618d42f5e921288000cc555a/61a4e3c5ba25d2b881093636_Group%20132.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/618d42f5e921288000cc555a/61a4e3c5ba25d2b881093636_Group%20132.png	(from https://www.lanlink.com.br/)
13:07:19	53340/53340	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2007:53:46%20GMT	https://www.lanlink.com.br/cases/com-nova-central-de-servicos-de-ti-tribunal-de-justica-do-estado-da-paraiba-tjpb-amplia-eficacia-no-atendimento	C:/Users/danie/Documents/Lanlink/www.lanlink.com.br/cases/com-nova-central-de-servicos-de-ti-tribunal-de-justica-do-estado-da-paraiba-tjpb-amplia-eficacia-no-atendimento.html	(from https://www.lanlink.com.br/)
13:07:19	406570/406570	---M--	200	added ('OK')	image/png	etag:%226eac6c9ed882c8272b3297f5ff0a5032%22	https://cdn.prod.website-files.com/61a51a6fff9085700039fcd8/66757ecee7db206fb969be8b_Case%20TJPB%20Site.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/61a51a6fff9085700039fcd8/66757ecee7db206fb969be8b_Case%20TJPB%20Site.png	(from https://www.lanlink.com.br/)
13:07:20	52763/52763	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Nov%202025%2007:53:45%20GMT	https://www.lanlink.com.br/cases/com-gestao-de-ti-integrada-porto-sudeste-e-mineracao-morro-do-ipe-avancam-na-transformacao-digital	C:/Users/danie/Documents/Lanlink/www.lanlink.com.br/cases/com-gestao-de-ti-integrada-porto-sudeste-e-mineracao-morro-do-ipe-avancam-na-transformacao-digital.html	(from https://www.lanlink.com.br/)
13:07:20	506005/506005	---M--	200	added ('OK')	image/png	etag:%22f525c8033e3ed2aee981d5c240b2d14e%22	https://cdn.prod.website-files.com/61a51a6fff9085700039fcd8/6675917be722ed86567d6834_Case%20Mineradora%20Morro%20do%20Ip%c3%aa%20-%20Site%20(3).png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/61a51a6fff9085700039fcd8/6675917be722ed86567d6834_Case%20Mineradora%20Morro%20do%20Ip%c3%aa%20-%20Site%20(3).png	(from https://www.lanlink.com.br/)
13:07:20	51795/51795	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2004:59:30%20GMT	https://www.lanlink.com.br/cases/secretaria-de-educacao-do-estado-de-minas-gerais-moderniza-gestao-de-dados	C:/Users/danie/Documents/Lanlink/www.lanlink.com.br/cases/secretaria-de-educacao-do-estado-de-minas-gerais-moderniza-gestao-de-dados.html	(from https://www.lanlink.com.br/)
13:07:20	505553/505553	---M--	200	added ('OK')	image/png	etag:%223ac39ddd574f79f1c9826e4eec46a2a4%22	https://cdn.prod.website-files.com/61a51a6fff9085700039fcd8/6578774e00079aede7678970_capa%20site%20see-mg.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/61a51a6fff9085700039fcd8/6578774e00079aede7678970_capa%20site%20see-mg.png	(from https://www.lanlink.com.br/)
13:07:21	40540/40540	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2012:17:45%20GMT	https://www.lanlink.com.br/blog/microsoft-copilot-sua-ferramenta-de-ia-para-o-agora	C:/Users/danie/Documents/Lanlink/www.lanlink.com.br/blog/microsoft-copilot-sua-ferramenta-de-ia-para-o-agora.html	(from https://www.lanlink.com.br/)
13:07:21	235785/235785	---M--	200	added ('OK')	image/png	etag:%223ada179105e2803f1552b08f8c2011c9%22	https://cdn.prod.website-files.com/61a51a6fff9085700039fcd8/66d2168dbb744008173f634f_Linkedin%20Copilot.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/61a51a6fff9085700039fcd8/66d2168dbb744008173f634f_Linkedin%20Copilot.png	(from https://www.lanlink.com.br/)
13:07:21	41081/41081	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Nov%202025%2020:12:46%20GMT	https://www.lanlink.com.br/blog/microsoft-365-copilot-entenda-como-funciona-a-ferramenta-de-ia-para-empresas	C:/Users/danie/Documents/Lanlink/www.lanlink.com.br/blog/microsoft-365-copilot-entenda-como-funciona-a-ferramenta-de-ia-para-empresas.html	(from https://www.lanlink.com.br/)
13:07:21	137281/137281	---M--	200	added ('OK')	image/png	etag:%2243495d19ccc4ad1cb384a75ed448981e%22	https://cdn.prod.website-files.com/61a51a6fff9085700039fcd8/65a7bce3811fe87708003b79_capa%20blog.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/61a51a6fff9085700039fcd8/65a7bce3811fe87708003b79_capa%20blog.png	(from https://www.lanlink.com.br/)
13:07:22	39673/39673	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Nov%202025%2002:52:36%20GMT	https://www.lanlink.com.br/blog/mineracao-de-criptomoeda-com-infinitos-recursos-os-seus	C:/Users/danie/Documents/Lanlink/www.lanlink.com.br/blog/mineracao-de-criptomoeda-com-infinitos-recursos-os-seus.html	(from https://www.lanlink.com.br/)
13:07:22	136325/136325	---M--	200	added ('OK')	image/png	etag:%22811797d5c7c85b229288d4710738ef8e%22	https://cdn.prod.website-files.com/61a51a6fff9085700039fcd8/658c262886303d8f3abb7b0c_MicrosoftTeams-image%20(7).png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/61a51a6fff9085700039fcd8/658c262886303d8f3abb7b0c_MicrosoftTeams-image%20(7).png	(from https://www.lanlink.com.br/)
13:07:22	43806/43806	---M--	200	added ('OK')	image/png	etag:%222c4f140a72e0b708222a7838ce34f4da%22	https://cdn.prod.website-files.com/618d42f5e921288000cc555a/65a809212100531653959713_tj-se-tribunal-de-justica-do-estado-de-sergipe.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/618d42f5e921288000cc555a/65a809212100531653959713_tj-se-tribunal-de-justica-do-estado-de-sergipe.png	(from https://www.lanlink.com.br/)
13:07:22	740/740	---M--	200	added ('OK')	image/png	etag:%2270d9bd9afa7a21f587989e9fbb58bb0d%22	https://cdn.prod.website-files.com/618d42f5e921288000cc555a/659ef3d545eca652e089808f_pngwing%201.png	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/618d42f5e921288000cc555a/659ef3d545eca652e089808f_pngwing%201.png	(from https://www.lanlink.com.br/)
13:07:22	4955/4955	---M--	200	added ('OK')	image/jpeg	etag:%22c7510b1638f582b26f90d753ac2ec3e1%22	https://cdn.prod.website-files.com/618d42f5e921288000cc555a/65a809d3a4e21bf96ff1d6fe_aeris%20lanlink.jpg	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/618d42f5e921288000cc555a/65a809d3a4e21bf96ff1d6fe_aeris%20lanlink.jpg	(from https://www.lanlink.com.br/)
13:07:23	62727/62727	---M--	200	added ('OK')	image/jpeg	etag:%2276a33fc958b978796a66b375b804ab9b%22	https://cdn.prod.website-files.com/618d42f5e921288000cc555a/65a80bbafa4d8f984ea8e174_tj-ce-tribunal-de-justica-do-estado-do-ceara-1643748633.jpg	C:/Users/danie/Documents/Lanlink/cdn.prod.website-files.com/618d42f5e921288000cc555a/65a80bbafa4d8f984ea8e174_tj-ce-tribunal-de-justica-do-estado-do-ceara-1643748633.jpg	(from https://www.lanlink.com.br/)
